Name,LEVEL (Czech Republic),Game Rant,Playstation Official Magazine UK,Edge Magazine,Games.cz,Gamer.no,Washington Post,Softpedia,LaPS4,Vgames,DarkZero,Giant Bomb,Quarter to Three,Digital Spy,Cheat Code Central,Guardian,GRYOnline.pl,Gamersky,Digital Trends,SpazioGames,Telegraph,PSX Extreme,Meristation,Gameblog.fr,Easy Allies,Atomix,The Digital Fix,GameOver.gr,Game Over Online,Game Debate,Digital Chumps,DarkStation,Areajugones,3DJuegos,Game Informer,IGN Italia,We Got This Covered,Stevivor,TheSixthAxis,Twinfinite,Vandal,PLAY! Zine,PlayStation LifeStyle,PlayStation Universe,Press Start Australia,Push Square,Gaming Nexus,God is a Geek,IGN,IGN Spain,JeuxActu,M3,COGconnected,DualShockers,EGM,Everyeye.it,Game Revolution,Hobby Consolas,Game World Navigator Magazine,The Games Machine,Merlin'in Kazanı (Turkey),XGN,Power Unlimited,MMORPG.com,GamesBeat,Gamers' Temple,GamePro Germany,Multiplayer.it,CD-Action,TrueGaming,PlayGround.ru,InsideGamer.nl,Gamer.nl,Jeuxvideo.com,Gameplanet,Post Arcade (National Post),PlaySense,Critical Hit,Destructoid,CGMagazine,4Players.de,IGN Japan,Riot Pixels,GameCritics,The Daily Dot,Forbes,USgamer,Shacknews,Worth Playing,Cubed3,Metro GameCentral,GameSpot,Hardcore Gamer,Gamers Heroes,Video Chums,App Trigger,The Escapist,GameGrin,Slant Magazine,Ars Technica,British GQ,CNET,Eurogamer,Kotaku,Mashable,The A.V. Club,The Jimquisition,The Verge,VG247,Playstation Official Magazine Australia,Toronto Sun,Impulsegamer,GamesRadar+,NZGamer,Gamestyle,Gaming Age,Digitally Downloaded,VideoGamer,Eurogamer Germany,Eurogamer Spain,Eurogamer Italy,Games Master UK,Play UK,Pelit (Finland),CalmDownTom,Eurogamer Portugal,Level7.nu,Thunderbolt,GamingTrend,Gamer Escape,GameSkinny,Comicbook.com,Malditos Nerds,Daily Star,Screen Rant,GAMINGbible,RPG Site,Noisy Pixel,Attack of the Fanboy,RPG Fan,BaziCenter,ZTGD,RPGamer,Trusted Reviews,MGG,Wccftech,Player 2,GameSpace,TheGamer,Polygon,Gamereactor Denmark,LevelUp,GameSpew,The Sydney Morning Herald,New York Daily News,Yahoo!,AusGamers,GameCrate,PlayStation Country,games(TM),FANDOM,Metro Montreal,New Game Network,Time,Variety,Vice,KeenGamer,VGC,Carole Quintaine,GameMAG,Cultured Vultures,IBTimes UK,Arcade Sushi,Glixel,Wired,GameTrailers,ActionTrip,Brash Games,Eurogamer Poland,GamesVillage.it,Dealspwn,Kill Screen,Examiner,IGN Denmark,IGN Sweden,High-Def Digest,Hyper Magazine,PSNStores,Het Nieuwsblad,Road to VR,UploadVR,GMW3,GAMES.CH,Hey Poor Player,GamingBolt,Pure Playstation,Finger Guns,WellPlayed,Joystiq,Gamereactor Sweden,Let's Play Video Games,Sporting News,PCMag,NowGamer,Armchair Empire,PLAY,Siliconera,IGN France,Checkpoint Gaming,The Mako Reactor,PSX Brasil,GamersRD,Dexerto,Wired UK,D+PAD Magazine,MGG Spain,The Indie Game Website,But Why Tho?,IGN Adria,Inverse,Gamepressure,PC Games,Oyungezer,MeuPlayStation,Strategy Gamer,The Globe and Mail (Toronto),Machinima,GameFront,IGN Portugal,Gfinity,Shindig,GameByte,IndieWire,TierraGamer,TotalPlayStation,Launcher (The Washington Post),SECTOR.sk,NME,Android Central,Movies Games and Tech,Adventure Gamers,INVEN,GamesHub,Hooked Gamers,GGRecon,Gamer Limit
rayman-legends,,,90,,,,,,,,,,,,,,,,,,,,,90.0,,,,90.0,,,,,,90,,88,,,,,85.0,,,90.0,,90,,,,,90.0,,,,,,,,,,95.0,90.0,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,91.0,,,,,90.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fez,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,90,,,,,90.0,,,,,,,,,,,,90,,,,,90.0,,,,,,,,,,,95.0,,,,,90.0,,,,90,,,,,,,,,,80,,100.0,,,,,,,,,,,,,,,,,90.0,,,,89.0,90.0,100.0,90.0,,,,90.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monster-hunter-world,100.0,,90,90.0,90.0,90.0,,95.0,,,,,,,,100,,97.0,80,85.0,100,,90.0,90.0,90.0,90.0,,90.0,70.0,,90.0,90.0,,90,95,88,90,75,100,80.0,91.0,,95,90.0,80.0,80,95.0,85,95,88.0,85.0,90.0,88,95,90,90,,95.0,80.0,95.0,88.0,,88.0,90.0,90,55.0,89.0,90,80.0,85.0,90.0,93.0,95.0,,,...,80.0,95,90,90.0,88,97.0,,85.0,,,100,80,95.0,,90,80,90.0,,94.0,,,90.0,70.0,,,,...,...,,...,,...,...,,,86.0,100,,,100.0,,90,,,90.0,91.0,,,,,,,85,,,,,,,,90.0,,90.0,98,90.0,95.0,90,100,,95.0,,,,90,,90.0,,,,,,90,,70.0,90,,86,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,,,90,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,90,,,90,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-witcher-3-wild-hunt---hearts-of-stone,,,90,,,,,,90.0,,,,,,,,,,,,,95.0,,,,91.0,,,,,,,,,,80,90,,,,,90.0,,95.0,,100,90.0,95,,94.0,,,80,,,,,89.0,,,,,,,,,,,,,,,,,90,,,89,,,,,,90.0,,,,,,,80,,90.0,,,,,,,,,,,,,,,,,,,90.0,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,96,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sekiro-shadows-die-twice,,,90,,,,,90.0,94.0,95.0,,...,,,,80,90.0,97.0,90,91.0,100,,95.0,90.0,95.0,95.0,90,95.0,,,95.0,90.0,95.0,95,90,90,90,,,90.0,95.0,95.0,95,90.0,,80,90.0,80,95,,85.0,,88,90,,90,,94.0,,,,85.0,,,,90.0,85.0,90,,,95.0,88.0,90.0,85.0,95,,95.0,100,90,92.0,90,80.0,,90.0,90,...,80,,94.0,,90,90,80.0,90.0,78.0,,80.0,,40.0,,...,,...,...,,...,...,...,...,,,92.0,80,,,,90.0,100,,,90.0,,,,,,,,,,,,,100.0,90.0,,,,,,90.0,,,,,85.0,,,,...,,,90,,,,,85,90.0,,,,85,,,...,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-bot-rescue-mission,,,80,90.0,,,90.0,,,,,,,,,,,,,78.0,,,,90.0,90.0,90.0,,90.0,,,90.0,100.0,,90,90,90,,,,,93.0,,,95.0,,90,,90,90,,90.0,,90,,,92,,89.0,,78.0,,92.0,,,,,88.0,90,85.0,,,,95.0,85.0,90,,90.0,90,75,85.0,90,100.0,,95.0,,,,,90.0,,90,,,,92.0,,,,,,,,...,,,,,,,,,100.0,,,,100.0,100.0,,,,80.0,90.0,,,,,,,,,,,,,90.0,,,,90.0,,,,,90,,,,,,...,,,,,,,,,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,100.0,85,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monster-hunter-world---iceborne,,,80,,,,,,92.0,,,,,,,,,89.0,90,90.0,,,91.0,80.0,90.0,,,90.0,,,,,,85,83,92,100,,90,90.0,92.0,85.0,,90.0,100.0,90,,100,90,85.0,,80.0,91,95,,93,,95.0,,94.0,82.0,88.0,,95.0,,,90.0,85,,,,,90.0,90.0,,,95.0,,90,90.0,85,82.0,,,,,90,,,,80,90,90.0,80.0,,90,,,,,,,,...,,,,...,,,,,90,,,100.0,80.0,,,,90.0,,,,,,,,95,,,,,80.0,90.0,,100.0,,90.0,93,85.0,95.0,90,100,87.0,94.0,,,,...,,90.0,,,,,,,,,,,,,,...,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rez-infinite,,,90,90.0,,,,,88.0,,,,,,,,,,,,,,90.0,90.0,,90.0,,90.0,,,100.0,,,85,,95,,,90,,85.0,,90,,,90,,95,82,85.0,80.0,,80,,,80,,84.0,,90.0,,85.0,,,,,,85,90.0,,,90.0,90.0,,,85,85.0,,95,90.0,90,,,,,,,,,,90,90,90.0,,,,,,,,,,,,,,,,,90.0,,,100,,,83.0,,,,,90.0,,,,,,,,85,,,,,,,,,,,,,,,90,,,,,,,,,90,,,,,,100.0,90.0,,,,,,,,,,,,100.0,,,,,,,,,,,,90.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanfall-2,,,90,90.0,,,,,88.0,,,100,,90.0,96.0,100,,,,85.0,80,,90.0,80.0,,,,80.0,,,92.0,90.0,90.0,,95,,90,,90,80.0,,,90,95.0,,90,90.0,95,90,,85.0,,89,,90,87,80,,82.0,,,,,,,90.0,,90,,,,,,,,85,85.0,90,85,90.0,,,,85.0,,,80,70,85.0,,90,90,90.0,,,,,,80.0,,,,,...,,,95,,,90.0,90.0,92.0,90,82.0,,100.0,,90,,,,90.0,,,,,,,,,,,,,,,,,90.0,,,85.0,,,,,,,,,,,100,,,,,,90.0,,,,,,,,,,,,,,,...,...,,,,90.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark-souls-iii,,,90,90.0,,,,,93.0,,,80,,,,100,,,,,100,80.0,100.0,90.0,,,90,100.0,,,80.0,,95.0,95,93,93,90,,90,100.0,95.0,90.0,85,80.0,,90,88.0,90,95,95.0,,90.0,,,90,,90,95.0,,94.0,,85.0,90.0,,80,97.0,,90,,,,90.0,90.0,,,,90.0,90,,80.0,90,,,,100,,,,90.0,,90,80,,,,,,,80.0,,,,,,,,80,,,90.0,,92.0,,90.0,,91.0,90.0,80,,,90.0,95.0,90.0,,,,,,90,,,,,,,,,,,88,,,,,,,,,,70,,,,,80.0,,,,,90.0,,,,,,,,,,,,80.0,95.0,,...,,,90.0,,,,,,95.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetris-effect,,,100,90.0,,,90.0,,,,90.0,100,,,,,,85.0,,80.0,,,90.0,90.0,,88.0,,90.0,,,95.0,90.0,,90,90,90,90,,100,100.0,85.0,,85,100.0,90.0,90,90.0,90,85,88.0,,,95,90,,90,70,89.0,,86.0,,90.0,,,95,,89.0,88,90.0,75.0,,85.0,80.0,85.0,90,,85.0,90,95,100.0,78,79.0,,85.0,,,80,90,87.0,,90,90,90.0,,79.0,95,,80.0,70.0,...,,,...,,,,,...,,,,,,,,100.0,90.0,,,,90.0,,,,,,,,,,,,,,,,,,90.0,,,,,100,,,,,,...,,,90,,,,,88,80.0,,100,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final-fantasy-xiv-stormblood,,,,,,,,,,,,,,,,,,,,,,,93.0,,,90.0,,85.0,,,,,,,,,,,90,90.0,,,,95.0,,,,80,92,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,...,,,,,,,,,90.0,,,,,90.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it-takes-two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,80.0,,,,,,,100.0,,,80.0,,,,,,,,,85.0,,,,87.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,,88.0,,,90,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,100.0,,,,85.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bastion,,,90,,,,,,,,,,,,,,,,,,,92.0,,,,90.0,,,,,,,,,,,100,,,100.0,,,90,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,80,80.0,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apex-legends,,,,90.0,,,,,,,,...,,,,80,,,,,...,,,,,,,,,,90.0,,,,93,88,80,,,80.0,,,90,,,...,,90,90,,,,85,,,,90,,,,,85.0,,,,,,85,,,,,,85.0,,,,90,,95.0,,,,,,,80,80,,,90,90,,90.0,,,,,,...,,...,,,...,...,...,...,,,,,100,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,90.0,,,,...,,,,,,,,,90.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synth-riders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,80,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,100.0,90.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dreams,,90.0,...,100.0,90.0,60.0,85.0,,90.0,80.0,,,,,,80,,80.0,,85.0,,,87.0,90.0,95.0,90.0,,80.0,95.0,,90.0,90.0,90.0,90,...,90,90,90,90,70.0,87.0,100.0,90,100.0,,100,90.0,100,90,87.0,90.0,60.0,92,,,90,90,88.0,,90.0,90.0,90.0,84.0,,,,93.0,85,100.0,90.0,,85.0,,90.0,90,,95.0,100,95,,82,,,,,,70,90,95.0,,...,90,90.0,,95.0,90,,,,,,,,,,,...,,,,,90.0,,,,,,80,,,90.0,,,,,,,,95,,90.0,,80.0,,90.0,,,,100.0,,,,,90,,90.0,100.0,,100,,,90.0,,,,,95.0,90,,,,,72,,,...,,,85.0,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragon-age-inquisition,,,80,,,,,,90.0,,,,,80.0,76.0,,,,,,,95.0,95.0,,,,,,,,98.0,,,,95,88,,,,,85.0,,,95.0,,90,90.0,,88,,80.0,,95,,,,100,,,,92.0,,,,87,,,,,,,,,,,95,95.0,,85,,,,,,,,90,90,85.0,,,90,,,,,,,80.0,,,,,,,,,,,85.0,,96.0,80,,90.0,,100.0,80,,,,86.0,84.0,89.0,,,90.0,,,,,,,,,,,,,,,100.0,90,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,100.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tony-hawks-pro-skater-1-+-2,,90.0,80,,90.0,80.0,,,,90.0,,,,,98.0,80,,,,90.0,100,,85.0,80.0,,,100,,,,95.0,90.0,85.0,,88,,90,,100,,86.0,80.0,100,95.0,,80,90.0,90,90,75.0,,80.0,,,,87,,88.0,,,,88.0,87.0,,90,94.0,85.0,90,95.0,90.0,,,90.0,75.0,,,90.0,95,80,95.0,,,,,,95,90,90,90.0,,90,90,80.0,,,80,,75.0,,,,,,,...,,,...,100,,,96.0,80,,,100.0,,80,,,80.0,,,,,,,,90,,80.0,100,,,90.0,90.0,,90.0,,,,,,90,90.0,91.0,,,100,,,,,,,,,88,80.0,,,,,,,,,100.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
battlefield-1,,90.0,90,,,,,,90.0,,,,,,90.0,,,,,,80,,,80.0,,88.0,,,,,100.0,90.0,,,93,,,,,90.0,,,85,90.0,,80,,,90,,,,,,,,,,,,,90.0,,,,,,,,,,90.0,90.0,,80,90,90.0,90,,85.0,,,,80.0,,,,,87.0,,,90,,,,,,,90.0,,,,,...,,,90,,,90.0,,88.0,,84.0,,100.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horizon-zero-dawn,100.0,90.0,90,90.0,90.0,90.0,80.0,,90.0,97.0,,100,60.0,80.0,98.0,80,85.0,,,90.0,100,,92.0,90.0,80.0,93.0,90,80.0,98.0,,98.0,80.0,93.0,90,88,87,90,70,80,100.0,88.0,85.0,100,95.0,,90,98.0,95,93,92.0,90.0,90.0,100,100,90,92,90,95.0,81.0,90.0,90.0,97.0,,,87,,90.0,88,80.0,85.0,,,95.0,,90,90,95.0,90,75,85.0,86,,75.0,65.0,80,90,50,90,85.0,,80,90,90.0,,,95,,,100.0,...,,...,...,...,...,...,95,...,,100.0,100.0,96.0,90,80.0,,100.0,70.0,80,,,90.0,95.0,,92.0,,,,,85,,,,,,,,90.0,,90.0,88,90.0,80.0,100,90,,95.0,,,,95,,86.0,90,90.0,80.0,90.0,96.0,90,90.0,80.0,,,80,,,...,,,,,,80.0,95.0,...,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minecraft-playstation-4-edition,,,90,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,85,,,,,,,,,90,85.0,,80,,,97,,,,,,,,,,,,85.0,90.0,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
what-remains-of-edith-finch,,90.0,90,90.0,,80.0,,,88.0,,,,,,,100,,,,,,,,90.0,80.0,90.0,90,,,,95.0,90.0,,90,88,85,,,100,90.0,90.0,85.0,90,95.0,,100,,95,88,85.0,,,75,90,70,90,70,85.0,,,,,,,,90.0,,,,,,95.0,,,,,90.0,,90,90.0,85,,,90.0,,90,90,,80.0,,80,90,90.0,,70.0,90,,90.0,70.0,,,,...,,,,95,...,,,,,,,,100.0,90.0,,,,90.0,90.0,,,,,,,,,,,,,,,,,80.0,,80.0,,,,,100.0,,,,90,,,100,90.0,,,,,80.0,90.0,,,79,90,,,,,,,,,90.0,,...,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-binding-of-isaac-rebirth,,,90,,,,,,,,,,,,,,,,90,80.0,,,,,,,,,,,,,,,,,,,,,83.0,,80,,,80,,,,,,,93,,,,,,,,,90.0,,,,,,92,,,,,85.0,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,90,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nier-automata,100.0,100.0,80,80.0,80.0,90.0,80.0,,90.0,90.0,90.0,,,,90.0,,90.0,,,90.0,100,,93.0,90.0,90.0,92.0,80,80.0,90.0,,95.0,90.0,100.0,85,78,87,100,,90,100.0,90.0,90.0,90,95.0,,80,98.0,90,89,88.0,95.0,90.0,90,90,85,90,80,93.0,,87.0,68.0,95.0,87.0,,,95.0,,90,90.0,80.0,,100.0,95.0,,,50,85.0,90,90,100.0,87,,,65.0,,,100,90,90.0,,90,90,90.0,,89.0,90,,100.0,100.0,,,,...,...,,...,90,...,,80.0,,,90,95.0,,100.0,100.0,90,,,80.0,87.0,,,,,,,85,,,,,,,,100.0,,90.0,93,90.0,80.0,80,80,,92.0,,,,80,,88.0,90,,,,,78,,80.0,,,80,,,...,,,,,,90.0,90.0,...,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rise-of-the-tomb-raider-20-year-celebration,,,90,,90.0,,,,85.0,,,,,,,,85.0,,,85.0,100,,92.0,80.0,,90.0,100,,,,92.0,,,90,,91,90,95,,70.0,90.0,85.0,90,90.0,,80,,95,93,90.0,85.0,,85,,,85,,92.0,,90.0,85.0,80.0,,,,,90.0,92,90.0,,,,,,,,90.0,92,,80.0,82,,,,,,,,,,80,90,90.0,,,,,80.0,80.0,,,,,,,,,,,90.0,,100.0,,,,,80.0,90,,,90.0,,,,,,,,,,,,,,,,,,90.0,,,,,80,,84.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nba-2k17,80.0,,90,,80.0,,,,92.0,,,,,,96.0,,,,,,,,92.0,90.0,,90.0,,,,,,80.0,,90,95,93,90,90,80,,90.0,85.0,90,80.0,,80,90.0,,89,,90.0,,,,75,93,,93.0,,95.0,,,,,,,,92,80.0,,,93.0,90.0,,,,90.0,,,,83,,,,,91,100,,,,,90,,,,,,,,,,,,,,,,,,,,86.0,90,85.0,,,,,,,,89.0,,86.0,,,,,,,,,,,,,,,,,,,,,,86.0,,,,80,,90.0,,,80.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dishonored-2,,,90,90.0,,90.0,,,90.0,,90.0,,,90.0,100.0,80,85.0,,,90.0,100,,94.0,90.0,80.0,91.0,80,95.0,95.0,,86.0,,95.0,90,93,86,,,80,90.0,,,90,95.0,,80,,,93,90.0,90.0,90.0,,,70,92,,92.0,,,,90.0,,,,,,,,,,85.0,,,,90,90.0,88,,80.0,88,,,,,,90,...,90.0,,90,80,80.0,,,,,,70.0,,,,...,...,,,50,,,90.0,,90.0,90,94.0,,,,100,,,90.0,87.0,,,,,,,85,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,90.0,,,,,,,,,,,,,90.0,...,...,,,,90.0,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
injustice-2-legendary-edition,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,90.0,,,,,,87,,,,,,,,,,90,,,,,,,,,,,,80.0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
divinity-original-sin-enhanced-edition,,80.0,80,,90.0,90.0,,,80.0,,90.0,,,,,,90.0,,,90.0,,,,90.0,,,90,,,,96.0,,,90,,,80,,80,,,,90,90.0,,90,90.0,85,90,,,,90,,,92,90,,,,,90.0,,,,,80.0,90,90.0,,,88.0,90.0,,,,85.0,,,,84,,,90.0,,,,,,,90,,90.0,,,,,,,,,,,,,,,,,80.0,,,,,,,100.0,,,,90.0,,,,,,,,90,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devil-may-cry-5,,,90,,,,,,,95.0,,,,,,,,95.0,,,100,,,,,,90,90.0,,,90.0,80.0,,95,,,90,,,,90.0,,80,75.0,,90,95.0,,,,85.0,,,,90,,,93.0,,,87.0,,,,,,78.0,,,,100.0,88.0,,90.0,90,,80.0,90,,60.0,,97.0,,85.0,,,,90,,90.0,90,,,80.0,,,,,90.0,,,,,,,,...,...,,,,88.0,90,,,,,,,,90.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,93,90.0,,,,78,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slay-the-spire,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,90,,,,,100.0,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
owlboy,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,90,95.0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,90,,,,75.0,,,,,,,,,,,,,,,,,,,,,75.0,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
